"","date","target","insult","tweet"
"925","2016-02-03","ted-cruz","didn't win Iowa, he illegally stole it","Ted Cruz didn't win Iowa, he illegally stole it. That is why all of the polls were so wrong any why he got more votes than anticipated. Bad!"
"926","2016-02-03","ted-cruz","sent out a VOTER VIOLATION certificate to thousands of voters","Many people voted for Cruz over Carson because of this Cruz fraud. Also, Cruz sent out a VOTER VIOLATION certificate to thousands of voters."
"927","2016-02-03","ted-cruz","fraud","The Voter Violation certificate gave poor marks to the unsuspecting voter(grade of F) and told them to clear it up by voting for Cruz. Fraud"
"928","2016-02-03","ted-cruz","told thousands of caucusgoers (voters) that Trump was strongly in favor of ObamaCare and 'choice' - a total lie!","And finally, Cruz strongly told thousands of caucusgoers (voters) that Trump was strongly in favor of ObamaCare and ""choice"" - a total lie!"
"929","2016-02-03","ted-cruz","just lied again","Cruz just lied again- I am, and have been totally against #ObamaCare- repeal and replace!"
"930","2016-02-04","bernie-sanders","he would be so easy to beat!","Sanders says he wants to run against me because he doesn't want to run against me. He would be so easy to beat!"
"931","2016-02-04","ted-cruz","should be immediately disqualified in Iowa","Thank you @billoreilly & @KarlRove. Ted Cruz should be immediately disqualified in Iowa, with each candidate moving up one notch."
"932","2016-02-06","cheri-jacobus","really dumb","Really dumb @CheriJacobus. Begged my people for a job. Turned her down twice and she went hostile. Major loser, zero credibility!"
"933","2016-02-06","cheri-jacobus","Begged my people for a job","Really dumb @CheriJacobus. Begged my people for a job. Turned her down twice and she went hostile. Major loser, zero credibility!"
"934","2016-02-06","cheri-jacobus","Major loser, zero credibility!","Really dumb @CheriJacobus. Begged my people for a job. Turned her down twice and she went hostile. Major loser, zero credibility!"
"935","2016-02-06","united-states","totally lost control of illegal immigration, even with criminals","I told you so. Our country totally lost control of illegal immigration, even with criminals. 
 https://t.co/IZgZqr6BgB"
"936","2016-02-06","jeb-bush","total disaster","Wow, Jeb Bush, whose campaign is a total disaster, had to bring in mommy to take a slap at me. Not nice!"
"937","2016-02-06","jeb-bush","had to bring in mommy to take a slap at me","Wow, Jeb Bush, whose campaign is a total disaster, had to bring in mommy to take a slap at me. Not nice!"
"938","2016-02-08","super-bowl-50","very boring","So far the Super Bowl is very boring - not nearly as exciting as politics - MAKE AMERICA GREAT AGAIN!"
"939","2016-02-08","jeb-bush","zero communication skills","Jeb Bush has zero communication skills so he spent a fortune of special interest money on a Super Bowl ad. He is a weak candidate!"
"940","2016-02-08","jeb-bush","weak candidate","Jeb Bush has zero communication skills so he spent a fortune of special interest money on a Super Bowl ad. He is a weak candidate!"
"941","2016-02-08","jeb-bush","spent a fortune of special interest money on a Super Bowl ad","Jeb Bush has zero communication skills so he spent a fortune of special interest money on a Super Bowl ad. He is a weak candidate!"
"942","2016-02-08","jeb-bush","desperate","Jeb Bush is desperate - strongly in favor of #CommonCore and very weak on illegal immigration."
"943","2016-02-08","jeb-bush","A pathetic figure!","Everybody is laughing at Jeb Bush-spent $100 million and is at bottom of pack. A pathetic figure!"
"944","2016-02-08","jeb-bush","Sad!","Now that Bush has wasted $120 million of special interest money on his failed campaign, he says he would end super PACs. Sad!"
"945","2016-02-08","jeb-bush","failed campaign","Now that Bush has wasted $120 million of special interest money on his failed campaign, he says he would end super PACs. Sad!"
"946","2016-02-09","jeb-bush","Not a leader!","Remember @JebBush wants COMMON CORE (education from D.C.) and is very weak on ILLEGAL IMMIGRATION (""come as act of love""). Not a leader!"
"947","2016-02-09","jeb-bush","has gone nasty with lies","I know the ""Governors"" and Jeb Bush, who has gone nasty with lies, is by far the weakest of the lot. His family used private eminent domain!"
"948","2016-02-09","jeb-bush","by far the weakest of the lot","I know the ""Governors"" and Jeb Bush, who has gone nasty with lies, is by far the weakest of the lot. His family used private eminent domain!"
"949","2016-02-10","mort-zuckerman","Dopey","Dopey Mort Zuckerman, owner of the worthless @NYDailyNews, has a major inferiority complex. Paper will close soon!"
"950","2016-02-10","mort-zuckerman","has a major inferiority complex","Dopey Mort Zuckerman, owner of the worthless @NYDailyNews, has a major inferiority complex. Paper will close soon!"
"951","2016-02-10","new-york-daily-news","Worthless","Worthless @NYDailyNews, which dopey Mort Zuckerman, is desperately trying to sell, has no buyer! Liabilities are massive!"
"952","2016-02-10","politico","Bad reporting- no money, no cred!","Like the worthless @NYDailyNews, looks like @politico will be going out of business. Bad reporting- no money, no cred!"
"953","2016-02-11","new-york-daily-news","worthless","There are no buyers for the worthless @NYDailyNews but little Mort Zuckerman is frantically looking. It is bleeding red ink - a total loser!"
"954","2016-02-11","new-york-daily-news","bleeding red ink","There are no buyers for the worthless @NYDailyNews but little Mort Zuckerman is frantically looking. It is bleeding red ink - a total loser!"
"955","2016-02-11","new-york-daily-news","a total loser!","There are no buyers for the worthless @NYDailyNews but little Mort Zuckerman is frantically looking. It is bleeding red ink - a total loser!"
"956","2016-02-11","jeb-bush","Jeb failed as Jeb","Jeb failed as Jeb! He gave up and enlisted Mommy and his brother (who got us into the quicksand of Iraq). Spent $120 million.Weak-no chance!"
"957","2016-02-11","jeb-bush","gave up and enlisted Mommy and his brother","Jeb failed as Jeb! He gave up and enlisted Mommy and his brother (who got us into the quicksand of Iraq). Spent $120 million.Weak-no chance!"
"958","2016-02-11","jeb-bush","Weak","Jeb failed as Jeb! He gave up and enlisted Mommy and his brother (who got us into the quicksand of Iraq). Spent $120 million.Weak-no chance!"
"959","2016-02-11","jeb-bush","no chance","Jeb failed as Jeb! He gave up and enlisted Mommy and his brother (who got us into the quicksand of Iraq). Spent $120 million.Weak-no chance!"
"960","2016-02-11","ted-cruz-campaign","the Cruz people are back to doing very sleazy and dishonest 'pushpolls' on me","We are getting reports from many voters that the Cruz people are back to doing very sleazy and dishonest ""pushpolls"" on me. We are watching!"
"961","2016-02-12","ted-cruz","caught cold in lie","Cruz caught cold in lie after denial of push polls like lies w/ @RealBenCarson. How can he preach Christian values? https://t.co/p3yGL02ABA"
"962","2016-02-12","jeb-bush","Weak","Weak JEB getting thrown out by management during speech. Do you think he will be this tough on Putin & others? https://t.co/Tqej1euLVL"
"963","2016-02-12","ted-cruz","the worst liar, crazy or very dishonest","Lying Cruz put out a statement, “Trump & Rubio are w/Obama on gay marriage."" Cruz is the worst liar, crazy or very dishonest. Perhaps all 3?"
"964","2016-02-12","ted-cruz","lies so much and is so dishonest","How can Ted Cruz be an Evangelical Christian when he lies so much and is so dishonest?"
"965","2016-02-12","new-york-daily-news","failing","The failing @NYDailyNews, destroyed by little Morty Zuckerman, is preparing to close and save face by going online. It's dead!"
"966","2016-02-12","new-york-daily-news","dead","The failing @NYDailyNews, destroyed by little Morty Zuckerman, is preparing to close and save face by going online. It's dead!"
"967","2016-02-12","club-for-growth","went hostile w/ a series of incorrect & ill-informed ads","After hearing the news that they would not be able to extort $1M from me, they went hostile w/ a series of incorrect & ill-informed ads."
"968","2016-02-12","jeb-bush","lightweight","Lightweight @JebBush is spending a fortune of special interest against me in SC. False advertising- desperate and sad!"
"969","2016-02-12","jeb-bush","spending a fortune of special interest against me in SC","Lightweight @JebBush is spending a fortune of special interest against me in SC. False advertising- desperate and sad!"
"970","2016-02-12","jeb-bush","desperate and sad","Lightweight @JebBush is spending a fortune of special interest against me in SC. False advertising- desperate and sad!"
"971","2016-02-12","ted-cruz","I have standing to sue him for not being a natural born citizen","If @TedCruz doesn’t clean up his act, stop cheating, & doing negative ads, I have standing to sue him for not being a natural born citizen."
"972","2016-02-12","jeb-bush","lightweight","Last time lightweight @JebBush tried to knock off @marcorubio he made a total fool of himself. If he doesn't do better this time, he is out!"
"973","2016-02-12","ted-cruz","cheater","Millions of $'s of false ads, paid for by lobbyists-special interests of cheater @SenTedCruz and sleepy @JebBush, are now running in S.C."
"974","2016-02-13","new-york-daily-news","failing","When little Morty Zuckerman closes his failing @NYDailyNews will I at least be given some credit? Will happen soon."
"975","2016-02-13","rnc","illegally put out a fundraising notice saying Trump wants you to contribute to the RNC","The RNC, which is probably not on my side, just illegally put out a fundraising notice saying Trump wants you to contribute to the RNC."
"976","2016-02-14","ted-cruz","Nasty","Nasty Ted Cruz is at it again- same dirty tricks he used w/ @RealBenCarson- saying I may not be on ballot & I hold liberal positions. LIES!"
"977","2016-02-14","ted-cruz","LIES!","Nasty Ted Cruz is at it again- same dirty tricks he used w/ @RealBenCarson- saying I may not be on ballot & I hold liberal positions. LIES!"
"978","2016-02-14","ted-cruz","a cheater!","Ted Cruz is a cheater! He holds the Bible high and then lies and misrepresents the facts!"
"979","2016-02-14","ted-cruz","holds the Bible high and then lies and misrepresents the facts!","Ted Cruz is a cheater! He holds the Bible high and then lies and misrepresents the facts!"
"980","2016-02-14","jeb-bush","How can @JebBush beat Hillary Clinton- if he can't beat anyone else on the #GOPDebate stage with $150M?","How can @JebBush beat Hillary Clinton- if he can't beat anyone else on the #GOPDebate stage with $150M? I am the only one who can!"
"981","2016-02-14","glenn-beck","endorsement means nothing!","Hey @glennbeck- see how I beat your boy Ted- in your own Blaze poll? Your endorsement means nothing! #GOPDebate"
"982","2016-02-14","fox-news","only puts negative people on","Even though every poll, Time, Drudge etc., has me winning the debate by a lot, @FoxNews only puts negative people on. Biased - a total joke!"
"983","2016-02-14","fox-news","Biased - a total joke!","Even though every poll, Time, Drudge etc., has me winning the debate by a lot, @FoxNews only puts negative people on. Biased - a total joke!"
"984","2016-02-14","ted-cruz","complete & total liar","This shows what a complete & total liar Ted Cruz is- he said he wouldn't have nominated John Roberts. Really? https://t.co/gBnsNgomom"
"985","2016-02-14","rnc","did a terrible job of ticket distrbution","Loved the debate last night, and almost everyone said I won, but the RNC did a terrible job of ticket distrbution. All donors & special ints"
"986","2016-02-15","jeb-bush","failed campaign","Funny that Jeb(!) didn't want help from his family in his failed campaign and didn't even want to use his last name.Then mommy, now brother!"
"987","2016-02-15","jeb-bush","has no clue","I'd like to call JEB a liar, but the truth is he has no clue & never revealed that he used Eminent Domain- when criticizing me! (1/2)"
"988","2016-02-15","jeb-bush","hypocrite","JEB is a hypocrite! Used massive private ""Eminent Domain"" --- Just another clueless politician! 
 https://t.co/yZT3lSutt9"
"989","2016-02-15","jeb-bush","Just another clueless politician!","JEB is a hypocrite! Used massive private ""Eminent Domain"" --- Just another clueless politician! 
 https://t.co/yZT3lSutt9"
"990","2016-02-17","brit-hume","know nothing","Explain to @brithume and @megynkelly, who know nothing, that I will beat Hillary and win states (and dem-indie votes) that no other R can!"
"991","2016-02-17","megyn-kelly","Without me her ratings would tank","Why does @megynkelly devote so much time on her shows to me, almost always negative? Without me her ratings would tank. Get a life Megyn!"
"992","2016-02-17","megyn-kelly","Get a life Megyn!","Why does @megynkelly devote so much time on her shows to me, almost always negative? Without me her ratings would tank. Get a life Megyn!"
"993","2016-02-17","barack-obama","perhaps the worst president in U.S. history!","Interesting how President Obama so haltingly said I ""would never be president"" - This from perhaps the worst president in U.S. history!"
"994","2016-02-17","lindsey-graham","had zero in his presidential run before dropping out in disgrace",".@lindseygraham, who had zero in his presidential run before dropping out in disgrace- saying the most horrible things about me on @FoxNews."
"995","2016-02-17","lindsey-graham","got zero against me- no cred!","I will beat Hillary easily, but Lindsey Graham says I won't, and yet he got zero against me- no cred! Why does FOX put him on?"
"996","2016-02-17","fox-news","so biased it is disgusting",".@FoxNews is so biased it is disgusting. They do not want Trump to win. All negative!"
"997","2016-02-17","lindsey-graham","dumb mouthpiece","Just out Nevada poll shows Jeb Bush at 1%, he should take his dumb mouthpiece, @LindseyGrahamSC, and just go home."
"998","2016-02-17","jeb-bush","just got contact lenses and got rid of the glasses. He wants to look cool, but it's far too late","Jeb Bush just got contact lenses and got rid of the glasses. He wants to look cool, but it's far too late. 1% in Nevada!"
"999","2016-02-18","wsj-nbc-poll","phony","Amazing that while I lead by big numbers in the new Q and and USA Today polls, the the press only wants to report on the phony WSJ/NBC poll."
"1000","2016-02-18","wsj-nbc-poll","phony",".@FoxNews is changing their theme from ""fair and balanced"" to ""unfair and unbalanced."" But dying @WSJ is worse.Their phony poll is a joke!"
"1001","2016-02-18","wsj-nbc-poll","a joke!",".@FoxNews is changing their theme from ""fair and balanced"" to ""unfair and unbalanced."" But dying @WSJ is worse.Their phony poll is a joke!"
"1002","2016-02-18","ted-cruz","a liar!","I agree with Marco Rubio that Ted Cruz is a liar!"
"1003","2016-02-20","ted-cruz","lying","Lying #Ted Cruz just (on election day) came out with a sneak and sleazy Robocall. He holds up the Bible but in fact is a true lowlife pol!"
"1004","2016-02-20","ted-cruz","a true lowlife pol!","Lying #Ted Cruz just (on election day) came out with a sneak and sleazy Robocall. He holds up the Bible but in fact is a true lowlife pol!"
"1005","2016-02-20","marco-rubio","very weak on illegal immigration","Remember that Marco Rubio is very weak on illegal immigration. South Carolina needs strength as illegals and Syrians pour in. Don't allow it"
"1006","2016-02-21","wall-street-journal","failing","The failing @WSJ Wall Street Journal should fire both its pollster and its Editorial Board. Seldom has a paper been so wrong.Totally biased!"
"1007","2016-02-21","wall-street-journal","seldom has a paper been so wrong","The failing @WSJ Wall Street Journal should fire both its pollster and its Editorial Board. Seldom has a paper been so wrong.Totally biased!"
"1008","2016-02-22","ted-cruz","a world class LIAR","The reason that Ted Cruz lost the Evangelicals in S.C. is because he is a world class LIAR, and Evangelicals do not like liars!"
"1009","2016-02-22","ted-cruz","biggest liar in politics!","Ted Cruz has been playing an ad about me that is so ridiculously false - no basis in fact. Take ad down Ted. Biggest liar in politics!"
"1010","2016-02-22","rnc","weak","Ted Cruz should be disqualified from his fraudulent win in Iowa. Weak RNC and Republican leadership probably won't let this happen! Sad."
"1011","2016-02-23","stuart-stevens","very incompetent","Just watched the very incompetent Mitt Romney Campaign Strategist, Stuart Stevens. Now I know why Mitt lost so badly. Stevens is a clown!"
"1012","2016-02-23","stuart-stevens","a clown!","Just watched the very incompetent Mitt Romney Campaign Strategist, Stuart Stevens. Now I know why Mitt lost so badly. Stevens is a clown!"
"1013","2016-02-23","brit-hume","a dope!","A big fat hit job on @oreillyfactor tonight. A total waste of time to watch, boring and biased. @brithume said I would never run, a dope!"
"1014","2016-02-23","ted-cruz","disloyal","Wow was Ted Cruz disloyal to his very capable director of communication. He used him as a scape goat-fired like a dog! Ted panicked."
"1015","2016-02-23","ted-cruz","does not have the right 'temperment' to be President","Ted Cruz does not have the right ""temperment"" to be President. Look at the way he totally panicked in firing his director of comm. BAD!"
"1016","2016-02-23","ted-cruz","lies like a dog-over and over again!","Ted Cruz lifts the Bible high into the air and then lies like a dog-over and over again! The Evangelicals in S.C. figured him out & said no!"
"1017","2016-02-24","ted-cruz-campaign","bad!","Make sure you get on the Trump line and are not mislead by the Cruz people. They are bad! BE CAREFUL."
"1018","2016-02-24","karl-rove","sick","Big defeat last night in Nevada for Ted Cruz and Marco Rubio. @KarlRove on @FoxNews is working hard to belittle my victory. Rove is sick!"
"1019","2016-02-24","karl-rove","should be fired!","In all of television- the only one who said anything bad about last nights landslide victory-- was dopey @KarlRove. He should be fired!"
"1020","2016-02-24","mitt-romney","so awkward and goofy","When Mitt Romney asked me for my endorsement last time around, he was so awkward and goofy that we all should have known he could not win!"
"1021","2016-02-24","ted-cruz","liar","Why would Texans vote for ""liar"" Ted Cruz when he was born in Canada, lived there for 4 years-and remained a Canadian citizen until recently"
"1022","2016-02-25","mitt-romney","one of the dumbest and worst candidates in the history of Republican politics","Mitt Romney, who was one of the dumbest and worst candidates in the history of Republican politics, is now pushing me on tax returns. Dope!"
"1023","2016-02-26","mitt-romney","failed","Failed presidential candidate @MittRomney was made to look like a fool by Senator Harry Reid & didn't release his tax returns until 9/21/12."
"1024","2016-02-26","ted-cruz","a nasty guy","Have a good chance to win Texas on Tuesday. Cruz is a nasty guy, not one Senate endorsement and, despite talk, gets nothing done. Loser!"
"1025","2016-02-26","ted-cruz","loser","Have a good chance to win Texas on Tuesday. Cruz is a nasty guy, not one Senate endorsement and, despite talk, gets nothing done. Loser!"
"1026","2016-02-26","ted-cruz","choker","Lying Ted Cruz and lightweight choker Marco Rubio teamed up last night in a last ditch effort to stop our great movement. They failed!"
"1027","2016-02-26","marco-rubio","lightweight choker","Lying Ted Cruz and lightweight choker Marco Rubio teamed up last night in a last ditch effort to stop our great movement. They failed!"
"1028","2016-02-26","marco-rubio","Lying","Lying Ted Cruz and lightweight choker Marco Rubio teamed up last night in a last ditch effort to stop our great movement. They failed!"
"1029","2016-02-26","marco-rubio","looks like a little boy on stage","Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!"
"1030","2016-02-26","marco-rubio","not presidential material!","Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!"
"1031","2016-02-26","marco-rubio","Lightweight choker","Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!"
"1032","2016-02-26","marco-rubio","looks like a little boy on stage","Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!"
"1033","2016-02-26","marco-rubio","not presidential material","Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!"
"1034","2016-02-26","marco-rubio","lightweight","Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown."
"1035","2016-02-26","marco-rubio","once a choker, always a choker!","Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown."
"1036","2016-02-26","marco-rubio","Mr. Meltdown","Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown."
"1037","2016-02-26","marco-rubio","he is a choker, and once a choker, always a choker!","Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown."
"1038","2016-02-26","marco-rubio","Mr. Meltdown","Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown."
"1039","2016-02-26","marco-rubio","Lightweight","Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown."
"1040","2016-02-26","marco-rubio","Doesn't even show up for votes!","They don't like Rubio in Florida- he left them high & dry. Doesn't even show up for votes!"
"1041","2016-02-27","ted-cruz","lying","I will be on @foxandfriends at 8:30 A.M. Will be talking about lightweight Marco Rubio and lying Ted Cruz!"
"1042","2016-02-27","marco-rubio","lightweight","I will be on @foxandfriends at 8:30 A.M. Will be talking about lightweight Marco Rubio and lying Ted Cruz!"
"1043","2016-02-27","internal-revenue-service","I unfairly get audited by the I.R.S. almost every single year.","I unfairly get audited by the I.R.S. almost every single year. I have rich friends who never get audited. I wonder why?"
"1044","2016-02-27","marco-rubio","lightweight","I am self-funding my campaign and am therefore not controlled by the lobbyists and special interests like lightweight Rubio or Ted Cruz!"
"1045","2016-02-27","marco-rubio","lightweight","I only wish my wonderful father, Fred, gave me $200 million to start my business like lightweight Rubio says. He didn't - total fabrication!"
"1046","2016-02-27","marco-rubio","not as smart as Cruz, and may be an even bigger liar","Just watched lightweight Marco Rubio lying to a small crowd about my past record. He is not as smart as Cruz, and may be an even bigger liar"
"1047","2016-02-27","marco-rubio","lightweight","Just watched lightweight Marco Rubio lying to a small crowd about my past record. He is not as smart as Cruz, and may be an even bigger liar"
"1048","2016-02-28","marco-rubio","little","While I hear the Koch brothers are in big financial trouble (oil), word is they have chosen little Marco Rubio, the lightweight from Florida"
"1049","2016-02-28","marco-rubio","the lightweight from Florida","While I hear the Koch brothers are in big financial trouble (oil), word is they have chosen little Marco Rubio, the lightweight from Florida"
"1050","2016-02-28","marco-rubio","lightweight Senator","The Republican Establishment has been pushing for lightweight Senator Marco Rubio to say anything to ""hit"" Trump.I signed the pledge-careful"
"1051","2016-02-28","marco-rubio","Little","Little Marco Rubio, the lightweight no show Senator from Florida, is set to be the ""puppet"" of the special interest Koch brothers. WATCH!"
"1052","2016-02-28","marco-rubio","the lightweight no show Senator from Florida","Little Marco Rubio, the lightweight no show Senator from Florida, is set to be the ""puppet"" of the special interest Koch brothers. WATCH!"
"1053","2016-02-28","marco-rubio","set to be the 'puppet' of the special interest Koch brothers","Little Marco Rubio, the lightweight no show Senator from Florida, is set to be the ""puppet"" of the special interest Koch brothers. WATCH!"
"1054","2016-02-28","ted-cruz","he has accomplished absolutely nothing","Why would the people of Texas support Ted Cruz when he has accomplished absolutely nothing for them. He is another all talk, no action pol!"
"1055","2016-02-28","ted-cruz","another all talk, no action pol!","Why would the people of Texas support Ted Cruz when he has accomplished absolutely nothing for them. He is another all talk, no action pol!"
"1056","2016-02-28","mitt-romney","didn't show his tax return until SEPTEMBER 21, 2012, and then only after being humiliated by Harry R","Mitt Romney didn't show his tax return until SEPTEMBER 21, 2012, and then only after being humiliated by Harry R! A bad messenger for estab!"
"1057","2016-02-28","mitt-romney","bad messenger for estab!","Mitt Romney didn't show his tax return until SEPTEMBER 21, 2012, and then only after being humiliated by Harry R! A bad messenger for estab!"
"1058","2016-02-28","marco-rubio","Little","Little Marco Rubio, the lightweight no show Senator from Florida is just another Washington politician. https://t.co/NsLrHrqjdx"
"1059","2016-02-28","marco-rubio","the lightweight no show Senator from Florida, just another Washington politician","Little Marco Rubio, the lightweight no show Senator from Florida is just another Washington politician. https://t.co/NsLrHrqjdx"
"1060","2016-02-28","marco-rubio","Little","Lightweight Senator Marco Rubio is polling very poorly in Florida. The people can't stand him for missing so many votes - poor work ethic!"
"1061","2016-02-28","marco-rubio","poor work ethic!","Lightweight Senator Marco Rubio is polling very poorly in Florida. The people can't stand him for missing so many votes - poor work ethic!"
"1062","2016-02-28","marco-rubio","just another Washington D.C. politician","Little Marco Rubio is just another Washington D.C. politician that is all talk and no action. #RobotRubio https://t.co/HJWJeoZn4o"
"1063","2016-02-28","marco-rubio","all talk and no action","Little Marco Rubio is just another Washington D.C. politician that is all talk and no action. #RobotRubio https://t.co/HJWJeoZn4o"
"1064","2016-02-28","marco-rubio","gave amnesty to criminal aliens guilty of 'sex offenses.' DISGRACE!","Little Marco Rubio gave amnesty to criminal aliens guilty of ""sex offenses."" DISGRACE! https://t.co/mZwpynzsLb"
"1065","2016-02-28","marco-rubio","treated America's ICE officers 'like absolute trash' in order to pass Obama's amnesty","Little Marco Rubio treated America's ICE officers ""like absolute trash"" in order to pass Obama's amnesty. https://t.co/gm2wurLjFz"
"1066","2016-02-29","marco-rubio","Phony","Phony Rubio commercial. I could have settled, but won't out of principle! See student surveys. https://t.co/KKHiBH554d"
"1067","2016-03-01","nikki-haley","The people of South Carolina are embarrassed by Nikki Haley!","The people of South Carolina are embarrassed by Nikki Haley!"
"1068","2016-03-02","special-interests","control our politicians (puppets)","The special interests and people who control our politicians (puppets) are spending $25 million on misleading and fraudulent T.V. ads on me."
"1069","2016-03-02","special-interests","are spending $25 million on misleading and fraudulent T.V. ads on me","The special interests and people who control our politicians (puppets) are spending $25 million on misleading and fraudulent T.V. ads on me."
"1070","2016-03-02","marco-rubio","lightweight","Why would anyone in Florida vote for lightweight Senator Marco Rubio. Check out his credit card scam, his house sale & his no show voting!"
"1071","2016-03-02","marco-rubio","Interesting how my numbers have gone so far up since lightweight Marco Rubio has turned nasty. Love it!",".@CNN poll just hit 49% for Trump. Interesting how my numbers have gone so far up since lightweight Marco Rubio has turned nasty. Love it!"
"1072","2016-03-02","mitt-romney","Failed Presidential Candidate","Failed Presidential Candidate Mitt Romney is having a news conference tomorrow to criticize me. (1/2)"
"1073","2016-03-02","mitt-romney","desperate move by the man who should have easily beaten Barrack Obama","Just another desperate move by the man who should have easily beaten Barrack Obama. (2/2)"
"1074","2016-03-03","special-interests","Millions of dollars being spent on false TV ads by special interest groups who own Rubio & Cruz","Millions of dollars being spent on false TV ads by special interest groups who own Rubio & Cruz.When you see them think of your puppet POLS"
"1075","2016-03-03","marco-rubio","never even shows up to vote","Why would the great people of Florida vote for a guy who, as a Senator, never even shows up to vote - worst record. Marco Rubio is a joke!"
"1076","2016-03-03","marco-rubio","worst record","Why would the great people of Florida vote for a guy who, as a Senator, never even shows up to vote - worst record. Marco Rubio is a joke!"
"1077","2016-03-03","marco-rubio","a joke!","Why would the great people of Florida vote for a guy who, as a Senator, never even shows up to vote - worst record. Marco Rubio is a joke!"
"1078","2016-03-03","mitt-romney","doesn't know how to win","I am the only one who can beat Hillary Clinton. I am not a Mitt Romney, who doesn't know how to win. Hillary wants no part of ""Trump"""
"1079","2016-03-03","mitt-romney","Why did Mitt Romney BEG me for my endorsement four years ago?","Why did Mitt Romney BEG me for my endorsement four years ago?"
"1080","2016-03-04","marco-rubio","Rubio puts out ad that my pilot was a drug dealer- not true, not my pilot!","Rubio puts out ad that my pilot was a drug dealer- not true, not my pilot! Guy owned helicopter company- don't think I ever even used."
"1081","2016-03-05","rand-paul","failed presidential candidate","Why would anyone in Kentucky listen to failed presidential candidate Rand Paul re: caucus. Made a fool of himself (1%.)
 KY his 2nd choice!"
"1082","2016-03-05","rand-paul","made a fool of himself","Why would anyone in Kentucky listen to failed presidential candidate Rand Paul re: caucus. Made a fool of himself (1%.)
 KY his 2nd choice!"
"1083","2016-03-05","mitt-romney","a disaster candidate who had no guts and choked",".@MittRomney was a disaster candidate who had no guts and choked! Romney is a total joke, and everyone knows it!"
"1084","2016-03-05","mitt-romney","a total joke, and everyone knows it!",".@MittRomney was a disaster candidate who had no guts and choked! Romney is a total joke, and everyone knows it!"
"1085","2016-03-05","stuart-stevens","failed advisor","Romney's failed advisors, like campaign mgr Stuart Stevens are all over TV telling people how to win. But they lost- don't know how to win!"
"1086","2016-03-05","fox-news","clown announcers","I am watching two clown announcers on @FoxNews as they try to build up failed presidential candidate #LittleMarco. Fox News is in the bag!"
"1087","2016-03-05","fox-news","in the bag!","I am watching two clown announcers on @FoxNews as they try to build up failed presidential candidate #LittleMarco. Fox News is in the bag!"
"1088","2016-03-05","marco-rubio","failed presidential candidate","I am watching two clown announcers on @FoxNews as they try to build up failed presidential candidate #LittleMarco. Fox News is in the bag!"
"1089","2016-03-06","marco-rubio","lightweight",".@FoxNews is devastated that lightweight Senator Marco Rubio got trounced tonight and is the big loser. I won the two big states, great!"
"1090","2016-03-06","marco-rubio","big loser",".@FoxNews is devastated that lightweight Senator Marco Rubio got trounced tonight and is the big loser. I won the two big states, great!"
"1091","2016-03-06","david-brooks","is closing in on being the dumbest of them all","David Brooks, of the New York Times, is closing in on being the dumbest of them all. He doesn’t have a clue."
"1092","2016-03-06","david-brooks","doesn’t have a clue","David Brooks, of the New York Times, is closing in on being the dumbest of them all. He doesn’t have a clue."
"1093","2016-03-06","marco-rubio","fraud lightweight","Fraud lightweight Marco made a TV ad on TrumpU featuring 2 people who signed these letters: https://t.co/tSpFBn6Rux
 https://t.co/KFmotmqfnN"
"1094","2016-03-06","meet-the-press","did a 1 hour hit job on me today",".@meetthepress and @chucktodd did a 1 hour hit job on me today – totally biased and mostly false. Dishonest media!"
"1095","2016-03-06","meet-the-press","totally biased and mostly false",".@meetthepress and @chucktodd did a 1 hour hit job on me today – totally biased and mostly false. Dishonest media!"
"1096","2016-03-06","meet-the-press","Dishonest",".@meetthepress and @chucktodd did a 1 hour hit job on me today – totally biased and mostly false. Dishonest media!"
"1097","2016-03-07","lindsey-graham","Failed presidential candidate","Failed presidential candidate Lindsey Graham should respect me. I destroyed his run, brought him from 7% to 0% when he got out. Now nasty!"
"1098","2016-03-07","lindsey-graham","should respect me","Failed presidential candidate Lindsey Graham should respect me. I destroyed his run, brought him from 7% to 0% when he got out. Now nasty!"
"1099","2016-03-07","lindsey-graham","nasty!","Failed presidential candidate Lindsey Graham should respect me. I destroyed his run, brought him from 7% to 0% when he got out. Now nasty!"
"1100","2016-03-07","the-republican-establishment","failing","We cannot let the failing REPUBLICAN ESTABLISHMENT, who could not stop Obama (twice), ruin the MOVEMENT with millions of $'s in false ads!"
